0 [1, 16, 0, 0, 0, 0]
6 [0, 7, 0, 1, 10551370, 74]
8 [0, 8, 0, 1, 10551370, 75]
9 [0, 9, 0, 1, 10551370, 75]
10 [0, 10, 0, 1, 10551370, 75]
11 [0, 2, 0, 1, 10551370, 75]
3 [0, 3, 75, 1, 10551370, 75]
4 [0, 4, 0, 1, 10551370, 75]
5 [0, 5, 0, 1, 10551370, 75]
6 [0, 7, 0, 1, 10551370, 75]
8 [0, 8, 0, 1, 10551370, 76]
9 [0, 9, 0, 1, 10551370, 76]
10 [0, 10, 0, 1, 10551370, 76]
11 [0, 2, 0, 1, 10551370, 76]
3 [0, 3, 76, 1, 10551370, 76]
4 [0, 4, 0, 1, 10551370, 76]
5 [0, 5, 0, 1, 10551370, 76]
6 [0, 7, 0, 1, 10551370, 76]
8 [0, 8, 0, 1, 10551370, 77]
9 [0, 9, 0, 1, 10551370, 77]
10 [0, 10, 0, 1, 10551370, 77]
11 [0, 2, 0, 1, 10551370, 77]
3 [0, 3, 77, 1, 10551370, 77]
4 [0, 4, 0, 1, 10551370, 77]
5 [0, 5, 0, 1, 10551370, 77]
6 [0, 7, 0, 1, 10551370, 77]
8 [0, 8, 0, 1, 10551370, 78]
9 [0, 9, 0, 1, 10551370, 78]
10 [0, 10, 0, 1, 10551370, 78]
11 [0, 2, 0, 1, 10551370, 78]
3 [0, 3, 78, 1, 10551370, 78]
4 [0, 4, 0, 1, 10551370, 78]
5 [0, 5, 0, 1, 10551370, 78]
6 [0, 7, 0, 1, 10551370, 78]
8 [0, 8, 0, 1, 10551370, 79]
9 [0, 9, 0, 1, 10551370, 79]
10 [0, 10, 0, 1, 10551370, 79]
11 [0, 2, 0, 1, 10551370, 79]
3 [0, 3, 79, 1, 10551370, 79]
4 [0, 4, 0, 1, 10551370, 79]
5 [0, 5, 0, 1, 10551370, 79]
6 [0, 7, 0, 1, 10551370, 79]
8 [0, 8, 0, 1, 10551370, 80]
9 [0, 9, 0, 1, 10551370, 80]
10 [0, 10, 0, 1, 10551370, 80]
11 [0, 2, 0, 1, 10551370, 80]
3 [0, 3, 80, 1, 10551370, 80]
4 [0, 4, 0, 1, 10551370, 80]
5 [0, 5, 0, 1, 10551370, 80]
6 [0, 7, 0, 1, 10551370, 80]
8 [0, 8, 0, 1, 10551370, 81]
9 [0, 9, 0, 1, 10551370, 81]
10 [0, 10, 0, 1, 10551370, 81]
11 [0, 2, 0, 1, 10551370, 81]
3 [0, 3, 81, 1, 10551370, 81]
4 [0, 4, 0, 1, 10551370, 81]
5 [0, 5, 0, 1, 10551370, 81]
6 [0, 7, 0, 1, 10551370, 81]
8 [0, 8, 0, 1, 10551370, 82]
9 [0, 9, 0, 1, 10551370, 82]
10 [0, 10, 0, 1, 10551370, 82]
11 [0, 2, 0, 1, 10551370, 82]
3 [0, 3, 82, 1, 10551370, 82]
4 [0, 4, 0, 1, 10551370, 82]
5 [0, 5, 0, 1, 10551370, 82]
6 [0, 7, 0, 1, 10551370, 82]
8 [0, 8, 0, 1, 10551370, 83]
9 [0, 9, 0, 1, 10551370, 83]
10 [0, 10, 0, 1, 10551370, 83]
11 [0, 2, 0, 1, 10551370, 83]
3 [0, 3, 83, 1, 10551370, 83]
4 [0, 4, 0, 1, 10551370, 83]
5 [0, 5, 0, 1, 10551370, 83]
6 [0, 7, 0, 1, 10551370, 83]
8 [0, 8, 0, 1, 10551370, 84]
9 [0, 9, 0, 1, 10551370, 84]
10 [0, 10, 0, 1, 10551370, 84]
11 [0, 2, 0, 1, 10551370, 84]
3 [0, 3, 84, 1, 10551370, 84]
4 [0, 4, 0, 1, 10551370, 84]
5 [0, 5, 0, 1, 10551370, 84]
6 [0, 7, 0, 1, 10551370, 84]
8 [0, 8, 0, 1, 10551370, 85]
9 [0, 9, 0, 1, 10551370, 85]
10 [0, 10, 0, 1, 10551370, 85]
11 [0, 2, 0, 1, 10551370, 85]
3 [0, 3, 85, 1, 10551370, 85]
4 [0, 4, 0, 1, 10551370, 85]
5 [0, 5, 0, 1, 10551370, 85]
6 [0, 7, 0, 1, 10551370, 85]
8 [0, 8, 0, 1, 10551370, 86]
9 [0, 9, 0, 1, 10551370, 86]
10 [0, 10, 0, 1, 10551370, 86]
11 [0, 2, 0, 1, 10551370, 86]
3 [0, 3, 86, 1, 10551370, 86]
4 [0, 4, 0, 1, 10551370, 86]
5 [0, 5, 0, 1, 10551370, 86]
6 [0, 7, 0, 1, 10551370, 86]
8 [0, 8, 0, 1, 10551370, 87]
9 [0, 9, 0, 1, 10551370, 87]
10 [0, 10, 0, 1, 10551370, 87]
11 [0, 2, 0, 1, 10551370, 87]
3 [0, 3, 87, 1, 10551370, 87]
4 [0, 4, 0, 1, 10551370, 87]
5 [0, 5, 0, 1, 10551370, 87]
6 [0, 7, 0, 1, 10551370, 87]
8 [0, 8, 0, 1, 10551370, 88]
9 [0, 9, 0, 1, 10551370, 88]
10 [0, 10, 0, 1, 10551370, 88]
11 [0, 2, 0, 1, 10551370, 88]
3 [0, 3, 88, 1, 10551370, 88]
4 [0, 4, 0, 1, 10551370, 88]
5 [0, 5, 0, 1, 10551370, 88]
6 [0, 7, 0, 1, 10551370, 88]
8 [0, 8, 0, 1, 10551370, 89]
9 [0, 9, 0, 1, 10551370, 89]
10 [0, 10, 0, 1, 10551370, 89]
11 [0, 2, 0, 1, 10551370, 89]
3 [0, 3, 89, 1, 10551370, 89]
4 [0, 4, 0, 1, 10551370, 89]
5 [0, 5, 0, 1, 10551370, 89]
6 [0, 7, 0, 1, 10551370, 89]
8 [0, 8, 0, 1, 10551370, 90]
9 [0, 9, 0, 1, 10551370, 90]
10 [0, 10, 0, 1, 10551370, 90]
11 [0, 2, 0, 1, 10551370, 90]
3 [0, 3, 90, 1, 10551370, 90]
4 [0, 4, 0, 1, 10551370, 90]
5 [0, 5, 0, 1, 10551370, 90]
6 [0, 7, 0, 1, 10551370, 90]
8 [0, 8, 0, 1, 10551370, 91]
9 [0, 9, 0, 1, 10551370, 91]
10 [0, 10, 0, 1, 10551370, 91]
11 [0, 2, 0, 1, 10551370, 91]
3 [0, 3, 91, 1, 10551370, 91]
4 [0, 4, 0, 1, 10551370, 91]
5 [0, 5, 0, 1, 10551370, 91]
6 [0, 7, 0, 1, 10551370, 91]
8 [0, 8, 0, 1, 10551370, 92]
9 [0, 9, 0, 1, 10551370, 92]
10 [0, 10, 0, 1, 10551370, 92]
11 [0, 2, 0, 1, 10551370, 92]
3 [0, 3, 92, 1, 10551370, 92]
4 [0, 4, 0, 1, 10551370, 92]
5 [0, 5, 0, 1, 10551370, 92]
6 [0, 7, 0, 1, 10551370, 92]
8 [0, 8, 0, 1, 10551370, 93]
9 [0, 9, 0, 1, 10551370, 93]
10 [0, 10, 0, 1, 10551370, 93]
11 [0, 2, 0, 1, 10551370, 93]
3 [0, 3, 93, 1, 10551370, 93]
4 [0, 4, 0, 1, 10551370, 93]
5 [0, 5, 0, 1, 10551370, 93]
6 [0, 7, 0, 1, 10551370, 93]
8 [0, 8, 0, 1, 10551370, 94]
9 [0, 9, 0, 1, 10551370, 94]
10 [0, 10, 0, 1, 10551370, 94]
11 [0, 2, 0, 1, 10551370, 94]
3 [0, 3, 94, 1, 10551370, 94]
4 [0, 4, 0, 1, 10551370, 94]
5 [0, 5, 0, 1, 10551370, 94]
6 [0, 7, 0, 1, 10551370, 94]
8 [0, 8, 0, 1, 10551370, 95]
9 [0, 9, 0, 1, 10551370, 95]
10 [0, 10, 0, 1, 10551370, 95]
11 [0, 2, 0, 1, 10551370, 95]
3 [0, 3, 95, 1, 10551370, 95]
4 [0, 4, 0, 1, 10551370, 95]
5 [0, 5, 0, 1, 10551370, 95]
6 [0, 7, 0, 1, 10551370, 95]
8 [0, 8, 0, 1, 10551370, 96]
9 [0, 9, 0, 1, 10551370, 96]
10 [0, 10, 0, 1, 10551370, 96]
11 [0, 2, 0, 1, 10551370, 96]
3 [0, 3, 96, 1, 10551370, 96]
4 [0, 4, 0, 1, 10551370, 96]
5 [0, 5, 0, 1, 10551370, 96]
6 [0, 7, 0, 1, 10551370, 96]
8 [0, 8, 0, 1, 10551370, 97]
9 [0, 9, 0, 1, 10551370, 97]
10 [0, 10, 0, 1, 10551370, 97]
11 [0, 2, 0, 1, 10551370, 97]
3 [0, 3, 97, 1, 10551370, 97]
4 [0, 4, 0, 1, 10551370, 97]
5 [0, 5, 0, 1, 10551370, 97]
6 [0, 7, 0, 1, 10551370, 97]
8 [0, 8, 0, 1, 10551370, 98]
9 [0, 9, 0, 1, 10551370, 98]
10 [0, 10, 0, 1, 10551370, 98]
11 [0, 2, 0, 1, 10551370, 98]
3 [0, 3, 98, 1, 10551370, 98]
4 [0, 4, 0, 1, 10551370, 98]
5 [0, 5, 0, 1, 10551370, 98]
6 [0, 7, 0, 1, 10551370, 98]
8 [0, 8, 0, 1, 10551370, 99]
9 [0, 9, 0, 1, 10551370, 99]
10 [0, 10, 0, 1, 10551370, 99]
11 [0, 2, 0, 1, 10551370, 99]
3 [0, 3, 99, 1, 10551370, 99]
4 [0, 4, 0, 1, 10551370, 99]
5 [0, 5, 0, 1, 10551370, 99]
6 [0, 7, 0, 1, 10551370, 99]
8 [0, 8, 0, 1, 10551370, 100]
9 [0, 9, 0, 1, 10551370, 100]
10 [0, 10, 0, 1, 10551370, 100]
11 [0, 2, 0, 1, 10551370, 100]
3 [0, 3, 100, 1, 10551370, 100]
4 [0, 4, 0, 1, 10551370, 100]
5 [0, 5, 0, 1, 10551370, 100]
6 [0, 7, 0, 1, 10551370, 100]
8 [0, 8, 0, 1, 10551370, 101]
9 [0, 9, 0, 1, 10551370, 101]
10 [0, 10, 0, 1, 10551370, 101]
11 [0, 2, 0, 1, 10551370, 101]
3 [0, 3, 101, 1, 10551370, 101]
4 [0, 4, 0, 1, 10551370, 101]
5 [0, 5, 0, 1, 10551370, 101]
6 [0, 7, 0, 1, 10551370, 101]
8 [0, 8, 0, 1, 10551370, 102]
9 [0, 9, 0, 1, 10551370, 102]
10 [0, 10, 0, 1, 10551370, 102]
11 [0, 2, 0, 1, 10551370, 102]
3 [0, 3, 102, 1, 10551370, 102]
4 [0, 4, 0, 1, 10551370, 102]
5 [0, 5, 0, 1, 10551370, 102]
6 [0, 7, 0, 1, 10551370, 102]
8 [0, 8, 0, 1, 10551370, 103]
9 [0, 9, 0, 1, 10551370, 103]
10 [0, 10, 0, 1, 10551370, 103]
11 [0, 2, 0, 1, 10551370, 103]
3 [0, 3, 103, 1, 10551370, 103]
4 [0, 4, 0, 1, 10551370, 103]
5 [0, 5, 0, 1, 10551370, 103]
6 [0, 7, 0, 1, 10551370, 103]
8 [0, 8, 0, 1, 10551370, 104]
9 [0, 9, 0, 1, 10551370, 104]
10 [0, 10, 0, 1, 10551370, 104]
11 [0, 2, 0, 1, 10551370, 104]
3 [0, 3, 104, 1, 10551370, 104]
4 [0, 4, 0, 1, 10551370, 104]
5 [0, 5, 0, 1, 10551370, 104]
6 [0, 7, 0, 1, 10551370, 104]
8 [0, 8, 0, 1, 10551370, 105]
9 [0, 9, 0, 1, 10551370, 105]
10 [0, 10, 0, 1, 10551370, 105]
11 [0, 2, 0, 1, 10551370, 105]
3 [0, 3, 105, 1, 10551370, 105]
4 [0, 4, 0, 1, 10551370, 105]
5 [0, 5, 0, 1, 10551370, 105]
6 [0, 7, 0, 1, 10551370, 105]
8 [0, 8, 0, 1, 10551370, 106]
9 [0, 9, 0, 1, 10551370, 106]
10 [0, 10, 0, 1, 10551370, 106]
11 [0, 2, 0, 1, 10551370, 106]
3 [0, 3, 106, 1, 10551370, 106]
4 [0, 4, 0, 1, 10551370, 106]
5 [0, 5, 0, 1, 10551370, 106]
6 [0, 7, 0, 1, 10551370, 106]
8 [0, 8, 0, 1, 10551370, 107]
9 [0, 9, 0, 1, 10551370, 107]
10 [0, 10, 0, 1, 10551370, 107]
11 [0, 2, 0, 1, 10551370, 107]
3 [0, 3, 107, 1, 10551370, 107]
4 [0, 4, 0, 1, 10551370, 107]
5 [0, 5, 0, 1, 10551370, 107]
6 [0, 7, 0, 1, 10551370, 107]
8 [0, 8, 0, 1, 10551370, 108]
9 [0, 9, 0, 1, 10551370, 108]
10 [0, 10, 0, 1, 10551370, 108]
11 [0, 2, 0, 1, 10551370, 108]
3 [0, 3, 108, 1, 10551370, 108]
4 [0, 4, 0, 1, 10551370, 108]
5 [0, 5, 0, 1, 10551370, 108]
6 [0, 7, 0, 1, 10551370, 108]
8 [0, 8, 0, 1, 10551370, 109]
9 [0, 9, 0, 1, 10551370, 109]
10 [0, 10, 0, 1, 10551370, 109]
11 [0, 2, 0, 1, 10551370, 109]
3 [0, 3, 109, 1, 10551370, 109]
4 [0, 4, 0, 1, 10551370, 109]
5 [0, 5, 0, 1, 10551370, 109]
6 [0, 7, 0, 1, 10551370, 109]
8 [0, 8, 0, 1, 10551370, 110]
9 [0, 9, 0, 1, 10551370, 110]
10 [0, 10, 0, 1, 10551370, 110]
11 [0, 2, 0, 1, 10551370, 110]
3 [0, 3, 110, 1, 10551370, 110]
4 [0, 4, 0, 1, 10551370, 110]
5 [0, 5, 0, 1, 10551370, 110]
6 [0, 7, 0, 1, 10551370, 110]
8 [0, 8, 0, 1, 10551370, 111]
9 [0, 9, 0, 1, 10551370, 111]
10 [0, 10, 0, 1, 10551370, 111]
11 [0, 2, 0, 1, 10551370, 111]
3 [0, 3, 111, 1, 10551370, 111]
4 [0, 4, 0, 1, 10551370, 111]
5 [0, 5, 0, 1, 10551370, 111]
6 [0, 7, 0, 1, 10551370, 111]
8 [0, 8, 0, 1, 10551370, 112]
9 [0, 9, 0, 1, 10551370, 112]
10 [0, 10, 0, 1, 10551370, 112]
11 [0, 2, 0, 1, 10551370, 112]
3 [0, 3, 112, 1, 10551370, 112]
4 [0, 4, 0, 1, 10551370, 112]
5 [0, 5, 0, 1, 10551370, 112]
6 [0, 7, 0, 1, 10551370, 112]
8 [0, 8, 0, 1, 10551370, 113]
9 [0, 9, 0, 1, 10551370, 113]
10 [0, 10, 0, 1, 10551370, 113]
11 [0, 2, 0, 1, 10551370, 113]
3 [0, 3, 113, 1, 10551370, 113]
4 [0, 4, 0, 1, 10551370, 113]
5 [0, 5, 0, 1, 10551370, 113]
6 [0, 7, 0, 1, 10551370, 113]
8 [0, 8, 0, 1, 10551370, 114]
9 [0, 9, 0, 1, 10551370, 114]
10 [0, 10, 0, 1, 10551370, 114]
11 [0, 2, 0, 1, 10551370, 114]
3 [0, 3, 114, 1, 10551370, 114]
4 [0, 4, 0, 1, 10551370, 114]
5 [0, 5, 0, 1, 10551370, 114]
6 [0, 7, 0, 1, 10551370, 114]
8 [0, 8, 0, 1, 10551370, 115]
9 [0, 9, 0, 1, 10551370, 115]
10 [0, 10, 0, 1, 10551370, 115]
11 [0, 2, 0, 1, 10551370, 115]
3 [0, 3, 115, 1, 10551370, 115]
4 [0, 4, 0, 1, 10551370, 115]
5 [0, 5, 0, 1, 10551370, 115]
6 [0, 7, 0, 1, 10551370, 115]
8 [0, 8, 0, 1, 10551370, 116]
9 [0, 9, 0, 1, 10551370, 116]
10 [0, 10, 0, 1, 10551370, 116]
11 [0, 2, 0, 1, 10551370, 116]
3 [0, 3, 116, 1, 10551370, 116]
4 [0, 4, 0, 1, 10551370, 116]
5 [0, 5, 0, 1, 10551370, 116]
6 [0, 7, 0, 1, 10551370, 116]
8 [0, 8, 0, 1, 10551370, 117]
9 [0, 9, 0, 1, 10551370, 117]
10 [0, 10, 0, 1, 10551370, 117]
11 [0, 2, 0, 1, 10551370, 117]
3 [0, 3, 117, 1, 10551370, 117]
4 [0, 4, 0, 1, 10551370, 117]
5 [0, 5, 0, 1, 10551370, 117]
6 [0, 7, 0, 1, 10551370, 117]
8 [0, 8, 0, 1, 10551370, 118]
9 [0, 9, 0, 1, 10551370, 118]
10 [0, 10, 0, 1, 10551370, 118]
11 [0, 2, 0, 1, 10551370, 118]
3 [0, 3, 118, 1, 10551370, 118]
4 [0, 4, 0, 1, 10551370, 118]
5 [0, 5, 0, 1, 10551370, 118]
6 [0, 7, 0, 1, 10551370, 118]
8 [0, 8, 0, 1, 10551370, 119]
9 [0, 9, 0, 1, 10551370, 119]
10 [0, 10, 0, 1, 10551370, 119]
11 [0, 2, 0, 1, 10551370, 119]
3 [0, 3, 119, 1, 10551370, 119]
4 [0, 4, 0, 1, 10551370, 119]
5 [0, 5, 0, 1, 10551370, 119]
6 [0, 7, 0, 1, 10551370, 119]
8 [0, 8, 0, 1, 10551370, 120]
9 [0, 9, 0, 1, 10551370, 120]
10 [0, 10, 0, 1, 10551370, 120]
11 [0, 2, 0, 1, 10551370, 120]
3 [0, 3, 120, 1, 10551370, 120]
4 [0, 4, 0, 1, 10551370, 120]
5 [0, 5, 0, 1, 10551370, 120]
6 [0, 7, 0, 1, 10551370, 120]
8 [0, 8, 0, 1, 10551370, 121]
9 [0, 9, 0, 1, 10551370, 121]
10 [0, 10, 0, 1, 10551370, 121]
11 [0, 2, 0, 1, 10551370, 121]
3 [0, 3, 121, 1, 10551370, 121]
4 [0, 4, 0, 1, 10551370, 121]
5 [0, 5, 0, 1, 10551370, 121]
6 [0, 7, 0, 1, 10551370, 121]
8 [0, 8, 0, 1, 10551370, 122]
9 [0, 9, 0, 1, 10551370, 122]
10 [0, 10, 0, 1, 10551370, 122]
11 [0, 2, 0, 1, 10551370, 122]
3 [0, 3, 122, 1, 10551370, 122]
4 [0, 4, 0, 1, 10551370, 122]
5 [0, 5, 0, 1, 10551370, 122]
6 [0, 7, 0, 1, 10551370, 122]
8 [0, 8, 0, 1, 10551370, 123]
9 [0, 9, 0, 1, 10551370, 123]
10 [0, 10, 0, 1, 10551370, 123]
11 [0, 2, 0, 1, 10551370, 123]
3 [0, 3, 123, 1, 10551370, 123]
4 [0, 4, 0, 1, 10551370, 123]
5 [0, 5, 0, 1, 10551370, 123]
